Nome,Età,Nazionalità,Tiri,Goal,Assist,Fuorigioco,Palle recuperate,Tackle vinti,Partite Giocate,Minuti,Squadra,Lega,Ruolo
Amine Bassi,24.0,FRA,2.0,0.0,0.0,0.0,7.0,2.0,5,184,Metz,Ligue 1,MF
Ãlvaro Bastida,18.0,ESP,0.0,0.0,0.0,0.0,5.91,0.91,6,197,CÃ¡diz,La Liga,MF
Alessandro Bastoni,23.0,ITA,0.35,0.04,0.08,0.0,9.3,1.36,31,2311,Inter,Serie A,DF
Simone Bastoni,25.0,ITA,1.1,0.12,0.12,0.04,8.82,1.42,31,2288,Spezia,Serie A,DF
Lewis Bate,19.0,ENG,0.63,0.0,0.0,0.0,10.6,0.0,3,146,Leeds United,Premier League,MF
Rodrigo Battaglia,30.0,ARG,0.38,0.0,0.0,0.0,11.7,2.29,26,1179,Mallorca,La Liga,MF
Maximilian Bauer,22.0,GER,0.32,0.0,0.0,0.05,8.4,1.33,26,1690,Greuther FÃ¼rth,Bundesliga,DF
Timo Baumgartl,26.0,GER,0.54,0.04,0.08,0.0,10.7,1.54,25,2166,Union Berlin,Bundesliga,DF
Julian Baumgartlinger,34.0,AUT,0.0,0.0,0.0,0.0,13.0,3.0,6,88,Leverkusen,Bundesliga,MF
Christoph Baumgartner,22.0,AUT,2.0,0.33,0.1,0.05,7.67,1.24,29,1888,Hoffenheim,Bundesliga,FW
Jon Bautista,26.0,ESP,2.0,0.0,0.0,2.0,4.0,0.0,1,45,Real Sociedad,La Liga,FW
Mohamed Bayo,23.0,GUI,2.31,0.52,0.19,0.52,3.54,0.3,32,2413,Clermont Foot,Ligue 1,FW
Paul Baysse,34.0,FRA,0.0,0.0,0.0,0.0,10.0,10.0,2,11,Bordeaux,Ligue 1,DF
Noah Joel Sarenren Bazee,25.0,NGA,2.59,0.37,0.0,0.0,6.67,1.48,14,241,Augsburg,Bundesliga,FW
BebÃ©,31.0,CPV,5.1,0.1,0.21,0.63,6.88,0.52,29,867,Rayo Vallecano,La Liga,FW
Ihlas Bebou,28.0,TOG,1.94,0.3,0.09,0.47,4.61,0.78,28,2091,Hoffenheim,Bundesliga,FW
Rodrigo BecÃ£o,26.0,BRA,0.55,0.06,0.03,0.11,7.7,2.07,35,3130,Udinese,Serie A,DF
Mads Bech SÃ¸rensen,23.0,DEN,0.22,0.0,0.0,0.0,10.8,0.75,11,835,Brentford,Premier League,DF
Sheraldo Becker,27.0,SUR,1.9,0.21,0.31,0.46,7.03,0.46,28,1758,Union Berlin,Bundesliga,FW
Jan Bednarek,26.0,POL,0.65,0.14,0.0,0.03,11.1,0.72,31,2629,Southampton,Premier League,DF
Donny van de Beek,25.0,NED,2.5,1.25,0.0,0.0,13.8,3.75,8,75,Manchester Utd,Premier League,MF
Donny van de Beek,25.0,NED,0.93,0.19,0.0,0.0,11.7,1.67,7,483,Everton,Premier League,MF
Valon Behrami,37.0,SUI,0.29,0.0,0.0,0.0,6.0,0.86,10,311,Genoa,Serie A,MF
Kevin Behrens,31.0,GER,2.91,0.36,0.36,0.18,6.55,0.55,24,499,Union Berlin,Bundesliga,FW
Youcef BelaÃ¯li,30.0,ALG,1.74,0.33,0.22,0.22,5.0,0.22,13,825,Brest,Ligue 1,FW
Ishak Belfodil,30.0,ALG,1.87,0.27,0.11,1.43,3.41,0.33,26,1636,Hertha BSC,Bundesliga,FW
Haris Belkebla,28.0,ALG,0.16,0.0,0.0,0.0,9.07,1.25,31,2310,Brest,Ligue 1,MF
Stefan Bell,30.0,GER,0.69,0.06,0.0,0.19,11.9,1.07,33,2864,Mainz 05,Bundesliga,DF
Armel Bella Kotchap,20.0,GER,0.51,0.0,0.0,0.15,8.83,1.22,22,1768,Bochum,Bundesliga,DF
Raoul Bellanova,21.0,ITA,0.83,0.04,0.07,0.07,5.99,0.61,31,2496,Cagliari,Serie A,DF
Karim Bellarabi,32.0,GER,3.68,0.39,0.26,0.13,5.0,1.18,16,683,Leverkusen,Bundesliga,FW
Jean-Ricner Bellegarde,23.0,FRA,1.2,0.08,0.12,0.0,9.58,2.01,36,2332,Strasbourg,Ligue 1,MF
HÃ©ctor BellerÃ­n,27.0,ESP,0.45,0.0,0.09,0.09,7.55,0.86,23,1979,Betis,La Liga,DF
Jude Bellingham,18.0,ENG,1.42,0.1,0.26,0.16,7.87,1.29,32,2790,Dortmund,Bundesliga,MF
George Bello,20.0,USA,0.63,0.0,0.0,0.21,7.5,1.25,10,434,Arminia,Bundesliga,DF
Jeanuel Belocian,17.0,FRA,0.0,0.0,0.0,0.0,10.0,0.0,1,12,Rennes,Ligue 1,DF
Andrea Belotti,28.0,ITA,3.62,0.53,0.07,1.05,3.55,0.46,22,1371,Torino,Serie A,FW
Fran BeltrÃ¡n,23.0,ESP,0.69,0.03,0.0,0.0,11.5,1.7,37,2597,Celta Vigo,La Liga,MF
Hatem Ben Arfa,35.0,FRA,0.86,0.0,0.29,0.57,4.86,0.57,7,314,Lille,Ligue 1,FW
Salim Ben Seghir,19.0,FRA,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Marseille,Ligue 1,FW
Wissam Ben Yedder,31.0,FRA,2.31,0.89,0.18,0.82,3.99,0.5,37,2529,Monaco,Ligue 1,FW
Marco Benassi,27.0,ITA,1.67,0.0,0.0,0.0,7.78,1.67,6,158,Fiorentina,Serie A,DF
Marco Benassi,27.0,ITA,1.67,0.0,0.0,0.0,6.9,0.71,12,382,Empoli,Serie A,MF
DarÃ­o Benedetto,32.0,ARG,5.0,0.0,0.0,0.0,6.67,0.0,2,54,Marseille,Ligue 1,FW
DarÃ­o Benedetto,32.0,ARG,2.73,0.3,0.15,0.45,2.73,0.0,14,590,Elche,La Liga,FW
LÃ¡szlÃ³ BÃ©nes,24.0,SVK,2.59,0.0,0.0,0.0,10.7,1.48,13,246,M'Gladbach,Bundesliga,MF
Iker Benito,19.0,ESP,2.31,0.0,0.0,0.0,7.69,0.77,4,118,Osasuna,La Liga,FW
Loris Benito,30.0,SUI,0.0,0.0,0.0,0.0,10.0,0.0,1,61,Bordeaux,Ligue 1,DF
Pedro Benito,22.0,ESP,0.0,0.0,0.0,0.0,3.33,0.0,1,31,CÃ¡diz,La Liga,FW
IsmaÃ«l Bennacer,24.0,ALG,0.95,0.12,0.06,0.0,11.1,2.25,31,1525,Milan,Serie A,MF
Keanan Bennetts,23.0,ENG,1.67,0.0,0.0,0.0,10.0,0.0,4,50,M'Gladbach,Bundesliga,FW
SaÃ¯d Benrahma,26.0,ALG,2.61,0.33,0.25,0.37,6.93,0.95,32,2168,West Ham,Premier League,FW
Ramy Bensebaini,27.0,ALG,1.29,0.18,0.04,0.18,10.8,1.21,23,2020,M'Gladbach,Bundesliga,DF
Nabil Bentaleb,27.0,ALG,0.89,0.06,0.0,0.0,9.82,2.08,18,1515,Angers,Ligue 1,MF
Rodrigo Bentancur,24.0,URU,0.93,0.0,0.26,0.0,8.81,0.99,17,1361,Tottenham,Premier League,MF
Rodrigo Bentancur,24.0,URU,0.63,0.0,0.08,0.0,9.53,2.11,19,1155,Juventus,Serie A,MF
Christian Benteke,31.0,BEL,3.07,0.31,0.08,0.79,3.54,0.16,25,1145,Crystal Palace,Premier League,FW
Karim Benzema,34.0,FRA,4.1,0.94,0.42,1.08,3.13,0.17,32,2593,Real Madrid,La Liga,FW
Domenico Berardi,27.0,ITA,3.29,0.48,0.45,0.35,6.61,0.61,33,2819,Sassuolo,Serie A,FW
Yuri Berchiche,32.0,ESP,0.71,0.09,0.18,0.0,10.4,1.59,14,1015,Athletic Club,La Liga,DF
Ãlex Berenguer,26.0,ESP,1.91,0.12,0.25,0.58,6.6,1.29,34,2168,Athletic Club,La Liga,FW
Bartosz Bereszy?ski,29.0,POL,0.18,0.0,0.09,0.0,8.9,1.16,35,2946,Sampdoria,Serie A,DF
JÃ³hann Berg Gu?mundsson,31.0,ISL,1.56,0.0,0.08,0.25,7.87,0.74,18,1102,Burnley,Premier League,MF
Patrick Berg,24.0,NOR,0.0,0.0,0.0,0.0,11.8,2.06,14,307,Lens,Ligue 1,MF
Mitchell van Bergen,22.0,NED,1.1,0.0,0.0,0.92,5.23,0.28,20,983,Reims,Ligue 1,FW
Steven Bergwijn,24.0,NED,3.02,0.48,0.16,0.16,4.76,0.63,25,565,Tottenham,Premier League,FW
Valon Berisha,29.0,KVX,0.78,0.0,0.2,0.39,7.06,1.18,13,455,Reims,Ligue 1,FW
Federico Bernardeschi,28.0,ITA,2.07,0.06,0.18,0.24,6.52,0.79,28,1475,Juventus,Serie A,FW
Juan Bernat,29.0,ESP,0.09,0.0,0.0,0.09,5.19,1.42,15,958,Paris S-G,Ligue 1,DF
Jason Berthomier,32.0,FRA,1.2,0.05,0.26,0.1,7.03,1.15,29,1732,Clermont Foot,Ligue 1,MF
NicolÃ² Bertola,19.0,ITA,2.5,0.0,0.0,0.0,15.0,5.0,2,35,Spezia,Serie A,DF
Ryan Bertrand,32.0,ENG,0.0,0.0,0.0,0.0,4.59,1.08,4,337,Leicester City,Premier League,DF
Daniel Bessa,29.0,ITA,1.18,0.12,0.12,0.24,10.9,1.29,24,768,Hellas Verona,Serie A,FW
Beto,24.0,GNB,2.66,0.46,0.0,0.54,3.73,0.33,28,2173,Udinese,Serie A,FW
Louis Beyer,22.0,GER,0.45,0.0,0.0,0.0,8.31,1.36,17,1384,M'Gladbach,Bundesliga,DF
Bartosz Bialek,20.0,POL,3.5,0.0,0.0,0.0,4.5,0.5,12,178,Wolfsburg,Bundesliga,FW
Giulian Biancone,22.0,FRA,1.14,0.04,0.08,0.12,8.51,1.65,33,2292,Troyes,Ligue 1,DF
Ermin Bi?ak?i?,32.0,BIH,0.0,0.0,0.0,0.0,0.0,0.0,1,5,Hoffenheim,Bundesliga,DF
Mads Bidstrup,21.0,DEN,0.0,0.0,0.0,0.0,12.0,4.0,4,41,Brentford,Premier League,MF
Pedro Bigas,31.0,ESP,0.7,0.06,0.0,0.0,7.91,1.22,19,1551,Elche,La Liga,DF
El Bilal TourÃ©,20.0,MLI,2.48,0.15,0.3,0.45,4.74,0.83,21,1194,Reims,Ligue 1,FW
Jean-Claude Billong,28.0,CMR,0.37,0.0,0.0,0.0,8.35,1.28,15,980,Clermont Foot,Ligue 1,DF
Luis Binks,20.0,ENG,0.28,0.0,0.0,0.0,10.4,0.69,15,646,Bologna,Serie A,DF
Cristiano Biraghi,29.0,ITA,1.06,0.11,0.03,0.2,7.0,0.51,37,3153,Fiorentina,Serie A,DF
Davide Biraschi,27.0,ITA,0.29,0.0,0.0,0.0,8.45,1.75,14,930,Genoa,Serie A,DF
Tom Bischof,16.0,GER,0.0,0.0,0.0,0.0,0.0,0.0,1,14,Hoffenheim,Bundesliga,FW
Yves Bissouma,25.0,MLI,0.89,0.04,0.09,0.0,10.7,2.13,26,2111,Brighton,Premier League,MF
Nathan Bitu Mazala,19.0,FRA,0.0,0.0,0.0,0.0,0.0,0.0,1,11,Paris S-G,Ligue 1,DF
Bjarki Bjarkason,22.0,ISL,0.0,0.0,0.0,0.0,0.0,0.0,1,3,Venezia,Serie A,FW
Blanco,21.0,ESP,0.0,0.0,0.0,0.0,10.0,0.0,1,31,Real Madrid,La Liga,MF
Ludovic Blas,24.0,FRA,2.58,0.3,0.15,0.12,6.35,0.76,35,2961,Nantes,Ligue 1,FW
Danny Blum,31.0,GER,2.89,0.53,0.0,0.0,8.95,0.26,13,346,Bochum,Bundesliga,FW
Myron Boadu,21.0,NED,1.96,0.37,0.09,1.12,3.08,0.65,31,960,Monaco,Ligue 1,FW
JÃ©rÃ´me Boateng,33.0,GER,0.28,0.0,0.06,0.0,8.0,0.83,24,1622,Lyon,Ligue 1,DF
Kevin-Prince Boateng,35.0,GHA,1.3,0.0,0.0,0.13,10.9,0.52,18,696,Hertha BSC,Bundesliga,FW
Antonin Bobichon,26.0,FRA,0.0,0.0,0.0,0.0,12.5,0.0,4,38,Angers,Ligue 1,FW
Herbert Bockhorn,27.0,GER,0.74,0.0,0.0,0.0,10.1,1.7,18,850,Bochum,Bundesliga,DF
Jean-Paul BoÃ«tius,28.0,NED,1.2,0.1,0.1,0.05,9.7,1.6,33,1800,Mainz 05,Bundesliga,MF
Jeremie Boga,25.0,CIV,2.03,0.0,0.27,0.27,5.41,0.41,12,670,Sassuolo,Serie A,FW
Jeremie Boga,25.0,CIV,2.47,0.0,0.0,0.35,7.41,0.71,15,764,Atalanta,Serie A,FW
Luka Bogdan,26.0,CRO,0.45,0.0,0.0,0.0,5.0,0.91,6,399,Salernitana,Serie A,DF
Emil Bohinen,23.0,NOR,0.38,0.0,0.13,0.13,11.2,1.03,11,699,Salernitana,Serie A,MF
Quentin Boisgard,25.0,FRA,1.51,0.09,0.09,0.0,8.68,1.32,25,958,Lorient,Ligue 1,FW
Charles Boli,23.0,FRA,0.0,0.0,0.0,0.0,0.0,5.0,4,32,Lens,Ligue 1,MF
Willy Boly,31.0,CIV,0.2,0.0,0.0,0.1,10.2,2.2,10,900,Wolves,Premier League,DF
Giacomo Bonaventura,32.0,ITA,1.79,0.16,0.16,0.08,7.34,0.75,31,2266,Fiorentina,Serie A,MF
Federico Bonazzoli,25.0,ITA,2.71,0.48,0.0,0.29,5.89,0.87,32,1866,Salernitana,Serie A,FW
Tarsis Bonga,25.0,GER,15.0,0.0,0.0,0.0,5.0,0.0,3,17,Bochum,Bundesliga,FW
Kevin Bonifazi,26.0,ITA,0.67,0.0,0.0,0.0,11.3,1.42,22,1210,Bologna,Serie A,DF
Solomon Bonnah,18.0,NED,0.0,0.0,0.0,0.0,0.0,0.0,1,6,RB Leipzig,Bundesliga,DF
Leonardo Bonucci,35.0,ITA,0.63,0.22,0.0,0.04,7.26,0.31,24,2005,Juventus,Serie A,DF
Sebastiaan Bornauw,23.0,BEL,0.58,0.04,0.0,0.09,9.01,0.99,27,2007,Wolfsburg,Bundesliga,DF
Rafael BorrÃ©,26.0,COL,1.93,0.3,0.15,0.64,4.32,1.02,31,2378,Eint Frankfurt,Bundesliga,FW
Sven Botman,22.0,NED,0.6,0.12,0.04,0.04,8.24,1.0,25,2250,Lille,Ligue 1,DF
Denis Bouanga,27.0,GAB,3.14,0.33,0.22,0.15,7.31,1.11,34,2436,Saint-Ãtienne,Ligue 1,FW
Hicham Boudaoui,22.0,ALG,0.89,0.17,0.11,0.22,7.11,1.17,29,1621,Nice,Ligue 1,MF
Ryad Boudebouz,32.0,ALG,1.08,0.12,0.16,0.0,7.6,0.76,30,2252,Saint-Ãtienne,Ligue 1,FW
Sofiane Boufal,28.0,MAR,2.39,0.31,0.15,0.54,4.71,1.27,29,2330,Angers,Ligue 1,FW
Farid Boulaya,29.0,ALG,1.12,0.24,0.12,0.06,6.82,0.53,24,1526,Metz,Ligue 1,FW
IsmaÃ«lben Boura,21.0,FRA,0.91,0.0,0.0,0.0,8.18,0.0,5,95,Lens,Ligue 1,DF
Mehdi Bourabia,30.0,MAR,0.32,0.32,0.0,0.0,9.03,0.65,8,282,Spezia,Serie A,MF
Benjamin Bourigeaud,28.0,FRA,1.52,0.31,0.34,0.11,5.61,0.54,38,3193,Rennes,Ligue 1,FW
Redwan Bourles,19.0,FRA,0.0,0.0,0.0,0.0,0.0,0.0,4,16,Lorient,Ligue 1,FW
Edoardo Bove,20.0,ITA,1.25,1.25,0.0,0.0,10.0,1.25,11,68,Roma,Serie A,FW
Jarrod Bowen,25.0,ENG,2.42,0.36,0.3,0.39,5.86,0.79,36,2983,West Ham,Premier League,FW
Dedryck Boyata,31.0,BEL,0.47,0.0,0.0,0.14,7.77,0.57,23,1898,Hertha BSC,Bundesliga,DF
Lucas BoyÃ©,26.0,ARG,2.58,0.37,0.16,0.68,4.63,0.89,24,1713,Elche,La Liga,FW
Domagoj Bradari?,22.0,CRO,0.22,0.0,0.0,0.0,9.13,1.52,15,417,Lille,Ligue 1,DF
Bilal Brahimi,22.0,FRA,1.58,0.0,0.26,0.26,4.47,0.26,9,338,Angers,Ligue 1,FW
Bilal Brahimi,22.0,FRA,0.95,0.0,0.0,0.48,7.38,0.24,11,378,Nice,Ligue 1,FW
Martin Braithwaite,30.0,DEN,2.69,0.77,0.38,0.77,4.23,0.38,4,235,Barcelona,La Liga,FW
Julian Brandt,26.0,GER,1.47,0.39,0.35,0.09,7.71,0.91,31,2078,Dortmund,Bundesliga,FW
Jarrad Branthwaite,19.0,ENG,0.7,0.23,0.0,0.0,8.6,0.47,6,388,Everton,Premier League,DF
Darko BraÂanac,30.0,SRB,0.67,0.04,0.07,0.34,7.45,1.27,35,2405,Osasuna,La Liga,MF
Lilian Brassier,22.0,FRA,0.44,0.04,0.0,0.0,7.93,1.16,31,2263,Brest,Ligue 1,DF
Iker Bravo,17.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,12,Leverkusen,Bundesliga,FW
Josip Brekalo,23.0,CRO,0.0,0.0,5.0,0.0,25.0,0.0,1,21,Wolfsburg,Bundesliga,MF
Josip Brekalo,23.0,CRO,1.73,0.28,0.08,0.2,6.61,0.24,32,2286,Torino,Serie A,FW
Gleison Bremer,25.0,BRA,0.87,0.09,0.03,0.16,14.3,0.84,33,2890,Torino,Serie A,DF
Jimmy Briand,36.0,FRA,3.2,0.8,0.4,0.4,7.6,0.4,17,226,Bordeaux,Ligue 1,FW
Yan Brice Eteki,24.0,CMR,0.53,0.0,0.0,0.0,14.7,1.32,12,343,Granada,La Liga,MF
Brian Brobbey,20.0,NED,2.67,0.0,1.33,0.0,7.33,1.33,9,131,RB Leipzig,Bundesliga,FW
Armando Broja,20.0,ALB,2.19,0.27,0.0,0.59,4.57,0.55,32,1975,Southampton,Premier League,FW
Dylan Bronn,26.0,TUN,0.53,0.04,0.07,0.11,6.89,1.1,30,2545,Metz,Ligue 1,DF
John Brooks,29.0,USA,0.41,0.03,0.03,0.03,10.5,0.86,31,2615,Wolfsburg,Bundesliga,DF
Daniel Brosinski,33.0,GER,0.23,0.0,0.0,0.0,6.28,0.7,11,390,Mainz 05,Bundesliga,DF
Josh Brownhill,26.0,ENG,0.88,0.06,0.09,0.0,11.1,1.25,35,2955,Burnley,Premier League,MF
Marcelo Brozovi?,29.0,CRO,0.98,0.06,0.03,0.0,11.6,1.44,35,2937,Inter,Serie A,MF
CÃ©dric Brunner,28.0,SUI,0.41,0.0,0.04,0.0,9.88,1.28,27,2183,Arminia,Bundesliga,DF
Lewis Brunt,21.0,ENG,0.0,0.0,0.0,0.0,6.67,0.0,1,24,Leicester City,Premier League,MF
Jacob Bruun Larsen,23.0,DEN,2.0,0.44,0.0,0.67,4.56,0.11,25,812,Hoffenheim,Bundesliga,FW
Bryan,21.0,ESP,1.31,0.0,0.12,0.83,7.62,0.83,13,753,Valencia,La Liga,FW
Bryan,21.0,ESP,1.0,0.0,0.0,0.0,12.0,3.0,9,94,Tottenham,Premier League,FW
Ante Budimir,30.0,CRO,2.28,0.41,0.1,0.83,4.15,0.57,28,1738,Osasuna,La Liga,FW
Emi BuendÃ­a,25.0,ARG,2.09,0.19,0.28,0.14,8.15,1.47,35,1899,Aston Villa,Premier League,FW
Osman Bukari,23.0,GHA,1.79,0.18,0.36,0.45,7.86,0.89,24,1012,Nantes,Ligue 1,FW
Aleksander Buksa,19.0,POL,0.0,0.0,0.0,0.0,7.14,0.0,4,63,Genoa,Serie A,FW
Alessandro Buongiorno,22.0,ITA,0.38,0.0,0.08,0.08,10.1,0.99,23,1181,Torino,Serie A,DF
Delano Burgzorg,23.0,NED,6.67,3.33,0.0,3.33,3.33,3.33,3,27,Mainz 05,Bundesliga,FW
Jonathan Burkardt,21.0,GER,2.66,0.38,0.1,0.34,5.62,0.34,34,2611,Mainz 05,Bundesliga,FW
Dan Burn,30.0,ENG,0.61,0.09,0.0,0.0,8.77,1.32,13,1022,Brighton,Premier League,DF
Dan Burn,30.0,ENG,0.69,0.0,0.06,0.31,10.8,0.75,16,1440,Newcastle Utd,Premier League,DF
Maxime Busi,22.0,BEL,0.42,0.07,0.0,0.0,6.74,0.97,18,1296,Reims,Ligue 1,DF
Gianluca Busio,20.0,USA,0.65,0.05,0.05,0.0,6.45,1.8,29,1950,Venezia,Serie A,MF
Oriol Busquets,23.0,ESP,0.45,0.0,0.0,0.0,8.64,0.91,9,201,Clermont Foot,Ligue 1,MF
Sergio Busquets,33.0,ESP,0.39,0.06,0.0,0.06,11.9,2.03,36,3198,Barcelona,La Liga,MF
AdriÃ¡n Butzke,23.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Granada,La Liga,FW
Jamie Bynoe-Gittens,17.0,ENG,0.67,0.0,0.0,0.0,4.0,2.0,4,134,Dortmund,Bundesliga,FW
Sam Byram,28.0,ENG,0.61,0.0,0.0,0.0,7.98,1.32,15,1027,Norwich City,Premier League,DF
Erick Cabaco,27.0,URU,0.44,0.0,0.22,0.0,7.33,0.22,10,403,Getafe,La Liga,DF
RÃ©my Cabella,32.0,FRA,0.57,0.0,0.0,0.0,7.43,2.0,5,313,Montpellier,Ligue 1,FW
Jimmy Cabot,28.0,FRA,0.49,0.0,0.22,0.04,8.43,2.2,24,2008,Angers,Ligue 1,DF
Jovane Cabral,23.0,CPV,2.86,0.48,0.0,0.0,1.9,0.95,3,190,Lazio,Serie A,FW
Leandro Cabrera,30.0,URU,0.46,0.05,0.0,0.05,7.43,0.73,37,3330,Espanyol,La Liga,DF
Liberato Cacace,21.0,NZL,0.19,0.0,0.0,0.0,6.73,1.54,10,466,Empoli,Serie A,DF
MartÃ­n CÃ¡ceres,35.0,URU,0.76,0.11,0.11,0.0,10.3,1.3,14,832,Cagliari,Serie A,DF
MartÃ­n CÃ¡ceres,35.0,URU,0.0,0.0,0.0,0.0,10.0,0.14,10,663,Levante,La Liga,DF
Anthony Caci,24.0,FRA,0.56,0.04,0.11,0.08,8.87,1.95,37,2395,Strasbourg,Ligue 1,DF
Mathieu Cafaro,25.0,FRA,2.86,0.0,0.0,0.0,9.52,0.48,4,192,Reims,Ligue 1,FW
Yannick Cahuzac,37.0,FRA,0.14,0.0,0.0,0.14,6.81,0.29,17,618,Lens,Ligue 1,MF
Felipe Caicedo,33.0,ECU,3.75,0.31,0.63,1.25,4.69,0.63,9,284,Genoa,Serie A,FW
Felipe Caicedo,33.0,ECU,0.0,0.0,0.0,0.0,3.33,0.0,3,23,Inter,Serie A,FW
MoisÃ©s Caicedo,20.0,ECU,1.37,0.14,0.14,0.14,11.5,1.64,8,660,Brighton,Premier League,MF
Jens Cajuste,22.0,SWE,2.0,0.5,0.0,0.0,5.75,1.75,8,364,Reims,Ligue 1,MF
Cala,32.0,ESP,0.48,0.0,0.0,0.1,8.29,0.76,14,947,CÃ¡diz,La Liga,DF
Davide Calabria,25.0,ITA,1.53,0.09,0.09,0.04,8.98,1.87,26,2119,Milan,Serie A,DF
Riccardo Calafiori,20.0,ITA,1.11,0.0,0.0,0.0,7.78,0.0,3,82,Genoa,Serie A,DF
Riccardo Calafiori,20.0,ITA,0.0,0.0,0.53,0.0,5.26,1.05,6,174,Roma,Serie A,DF
Mattia Caldara,28.0,ITA,0.53,0.03,0.0,0.1,8.53,1.13,31,2704,Venezia,Serie A,DF
CalderÃ³n,22.0,ESP,0.0,0.0,0.0,0.0,7.14,1.43,1,65,Betis,La Liga,DF
Fernando Calero,26.0,ESP,0.08,0.0,0.0,0.0,8.51,1.16,16,1090,Espanyol,La Liga,DF
Duje ?aleta-Car,25.0,CRO,0.52,0.09,0.0,0.04,6.99,0.61,26,2057,Marseille,Ligue 1,DF
Hakan ÃalhanoÃ°lu,28.0,TUR,2.28,0.25,0.43,0.0,8.3,1.01,34,2480,Inter,Serie A,MF
Daniel Caligiuri,34.0,ITA,1.52,0.18,0.09,0.0,9.6,1.17,28,2004,Augsburg,Bundesliga,DF
JosÃ© CallejÃ³n,35.0,ESP,1.18,0.07,0.14,0.21,4.93,1.04,30,1298,Fiorentina,Serie A,FW
Lucas Calodat,20.0,FRA,0.0,0.0,0.0,0.0,0.0,0.0,1,4,Saint-Ãtienne,Ligue 1,DF
Dominic Calvert-Lewin,25.0,ENG,2.1,0.35,0.14,0.28,3.43,0.77,17,1283,Everton,Premier League,FW
Mahdi Camara,23.0,FRA,0.85,0.09,0.0,0.03,8.8,1.73,35,3073,Saint-Ãtienne,Ligue 1,DF
Mamadou Camara,21.0,FRA,2.5,0.0,0.0,0.0,2.5,0.0,3,40,Troyes,Ligue 1,FW
VÃ­ctor Camarasa,28.0,ESP,0.83,0.0,0.0,0.0,10.8,0.83,7,108,Betis,La Liga,FW
Eduardo Camavinga,19.0,FRA,0.0,0.0,0.0,0.0,8.13,1.88,4,143,Rennes,Ligue 1,MF
Eduardo Camavinga,19.0,FRA,0.91,0.15,0.08,0.08,8.18,2.42,25,1191,Real Madrid,La Liga,MF
Andrea Cambiaso,22.0,ITA,0.65,0.05,0.2,0.05,9.05,1.41,26,1790,Genoa,Serie A,DF
JosÃ© CampaÃ±a,28.0,ESP,0.76,0.13,0.13,0.06,9.11,0.95,20,1422,Levante,La Liga,MF
Chem Campbell,19.0,WAL,0.0,0.0,0.0,0.0,10.0,10.0,1,13,Wolves,Premier League,MF
Emre Can,28.0,GER,0.32,0.27,0.05,0.05,11.9,1.91,24,1690,Dortmund,Bundesliga,DF
Sergio Canales,31.0,ESP,1.77,0.16,0.26,0.35,7.71,0.87,34,2791,Betis,La Liga,FW
Matteo Cancellieri,20.0,ITA,1.6,0.4,0.0,0.4,7.2,1.6,12,227,Hellas Verona,Serie A,DF
JoÃ£o Cancelo,28.0,POR,2.26,0.03,0.19,0.06,9.72,1.5,36,3227,Manchester City,Premier League,DF
Fali CandÃ©,24.0,GNB,0.56,0.0,0.19,0.0,6.94,1.94,11,973,Metz,Ligue 1,DF
Antonio Candreva,35.0,ITA,2.07,0.2,0.29,0.37,6.66,0.46,36,3119,Sampdoria,Serie A,FW
Sergi CanÃ³s,25.0,ESP,1.43,0.13,0.09,0.22,7.88,0.95,31,2083,Brentford,Premier League,DF
Ãlex Cantero,21.0,ESP,2.35,0.0,0.15,0.0,3.97,1.18,25,610,Levante,La Liga,FW
Todd Cantwell,24.0,ENG,0.82,0.0,0.0,0.41,6.53,2.24,8,441,Norwich City,Premier League,FW
Ander Capa,30.0,ESP,1.0,0.0,0.0,0.0,0.0,0.0,1,4,Athletic Club,La Liga,DF
Pierrick Capelle,35.0,FRA,1.28,0.0,0.08,0.0,9.1,2.11,30,1193,Angers,Ligue 1,DF
Leonardo Capezzi,27.0,ITA,0.0,0.0,0.0,0.0,9.47,1.05,5,175,Salernitana,Serie A,MF
Ãtienne Capoue,33.0,FRA,0.55,0.04,0.04,0.0,8.78,1.34,30,2290,Villarreal,La Liga,MF
Gianluca Caprari,28.0,ITA,2.14,0.39,0.23,0.46,5.69,0.99,35,2739,Hellas Verona,Serie A,FW
Francesco Caputo,34.0,ITA,2.35,0.0,0.59,0.0,3.53,0.0,2,156,Sassuolo,Serie A,FW
Francesco Caputo,34.0,ITA,1.74,0.35,0.1,1.16,2.68,0.13,36,2790,Sampdoria,Serie A,FW
Maxence Caqueret,22.0,FRA,0.58,0.0,0.0,0.0,10.0,2.2,31,2335,Lyon,Ligue 1,MF
Andrea Carboni,21.0,ITA,0.41,0.0,0.0,0.0,9.07,1.22,30,2215,Cagliari,Serie A,DF
Isaac Carcelen,29.0,ESP,0.7,0.0,0.06,0.06,9.36,1.4,25,1544,CÃ¡diz,La Liga,DF
Irvin Cardona,24.0,FRA,1.89,0.27,0.14,0.61,4.39,0.34,32,1334,Brest,Ligue 1,FW
Igor Carioca,25.0,BRA,0.8,0.0,0.0,0.06,6.97,1.2,28,1578,Lorient,Ligue 1,DF
