Nome,Età,Nazionalità,Tiri,Goal,Assist,Fuorigioco,Palle recuperate,Tackle vinti,Partite Giocate,Minuti,Squadra,Lega,Ruolo
Ismaila Sarr,24.0,SEN,1.84,0.24,0.1,0.58,5.07,0.34,22,1861,Watford,Premier League,FW
Malang Sarr,23.0,FRA,0.16,0.0,0.0,0.0,8.36,0.66,8,546,Chelsea,Premier League,DF
Joan Sastre Vanrell,25.0,ESP,0.69,0.0,0.0,0.0,4.83,1.38,7,258,Mallorca,La Liga,DF
Martin Satriano,21.0,ITA,0.0,0.0,0.0,0.0,12.5,2.5,4,38,Inter,Serie A,FW
Martin Satriano,21.0,ITA,2.31,0.38,0.0,0.19,4.23,0.29,15,932,Brest,Ligue 1,FW
TÃ©ji Savanier,30.0,FRA,2.91,0.3,0.26,0.07,8.66,1.46,29,2414,Montpellier,Ligue 1,MF
Esteban Saveljich,31.0,MNE,0.48,0.0,0.0,0.16,6.46,0.63,21,1700,Rayo Vallecano,La Liga,DF
Stefan Savi?,31.0,MNE,0.59,0.0,0.0,0.11,9.85,0.52,28,2440,AtlÃ©tico Madrid,La Liga,DF
Joseph Scally,19.0,USA,0.85,0.05,0.09,0.09,7.5,1.08,30,1909,M'Gladbach,Bundesliga,DF
Giorgio Scalvini,18.0,ITA,1.88,0.12,0.0,0.0,12.2,2.24,18,763,Atalanta,Serie A,DF
Gianluca Scamacca,23.0,ITA,3.28,0.67,0.0,0.42,3.49,0.71,36,2146,Sassuolo,Serie A,FW
Dane Scarlett,18.0,ENG,0.0,0.0,0.0,0.0,0.0,0.0,1,4,Tottenham,Premier League,MF
Kevin Schade,20.0,GER,2.07,0.43,0.11,0.43,5.76,1.2,21,831,Freiburg,Bundesliga,FW
AndrÃ¡s SchÃ¤fer,23.0,HUN,2.59,0.37,0.37,0.0,7.41,2.59,8,239,Union Berlin,Bundesliga,MF
Fabian SchÃ¤r,30.0,SUI,0.83,0.08,0.08,0.13,8.67,0.46,25,2158,Newcastle Utd,Premier League,DF
Louis Schaub,27.0,AUT,2.05,0.14,0.27,0.41,9.59,1.51,28,654,KÃ¶ln,Bundesliga,FW
Andrea Schiavone,29.0,ITA,0.32,0.16,0.0,0.0,6.83,1.11,14,571,Salernitana,Serie A,MF
Patrik Schick,26.0,CZE,3.81,1.04,0.13,0.26,2.68,0.09,27,2076,Leverkusen,Bundesliga,FW
Kingsley Schindler,28.0,GER,0.77,0.26,0.51,0.26,11.8,0.51,18,349,KÃ¶ln,Bundesliga,DF
Xaver Schlager,24.0,AUT,0.95,0.0,0.09,0.09,11.3,2.67,14,1040,Wolfsburg,Bundesliga,MF
Keven Schlotterbeck,25.0,GER,0.29,0.0,0.0,0.0,9.14,0.86,12,315,Freiburg,Bundesliga,DF
Nico Schlotterbeck,22.0,GER,1.2,0.13,0.03,0.03,12.5,1.72,32,2785,Freiburg,Bundesliga,DF
Jeffrey Schlupp,29.0,GHA,1.6,0.19,0.05,0.0,8.79,1.12,32,1851,Crystal Palace,Premier League,FW
Jonathan Schmid,31.0,FRA,0.77,0.0,0.15,0.0,9.85,1.08,13,588,Freiburg,Bundesliga,DF
Benno Schmitz,27.0,GER,0.45,0.0,0.19,0.04,9.7,1.52,31,2421,KÃ¶ln,Bundesliga,DF
David Schnegg,23.0,AUT,0.0,0.0,0.0,0.63,8.13,0.63,4,142,Venezia,Serie A,DF
Morgan Schneiderlin,32.0,FRA,0.28,0.0,0.14,0.0,11.4,1.53,20,649,Nice,Ligue 1,MF
Alessandro SchÃ¶pf,28.0,AUT,1.32,0.04,0.0,0.04,12.1,0.9,31,2397,Arminia,Bundesliga,MF
Jerdy Schouten,25.0,NED,0.39,0.06,0.06,0.0,11.5,1.16,17,1392,Bologna,Serie A,MF
Nico Schulz,29.0,GER,0.32,0.0,0.22,0.0,10.6,1.94,16,836,Dortmund,Bundesliga,DF
Valentino Scotta,20.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Sevilla,La Liga,DF
Demba Seck,21.0,SEN,2.5,0.0,0.0,1.25,5.63,1.25,6,146,Torino,Serie A,FW
Aleksandar Sedlar,30.0,SRB,0.0,0.0,0.0,0.0,11.1,0.67,10,404,Mallorca,La Liga,DF
Paul Seguin,27.0,GER,0.47,0.0,0.13,0.0,10.3,1.37,27,2108,Greuther FÃ¼rth,Bundesliga,MF
Alidu Seidu,21.0,CIV,0.57,0.0,0.0,0.06,10.5,1.59,21,1410,Clermont Foot,Ligue 1,DF
Davie Selke,27.0,GER,2.05,0.36,0.0,0.45,3.21,0.54,25,1004,Hertha BSC,Bundesliga,FW
Ken Sema,28.0,SWE,0.32,0.0,0.0,0.0,6.63,0.84,18,852,Watford,Premier League,FW
NÃ©lson Semedo,28.0,POR,0.8,0.0,0.04,0.17,7.47,1.69,25,2131,Wolves,Premier League,DF
Lion Semi?,18.0,GER,0.0,0.0,0.0,0.0,0.0,0.0,1,3,Dortmund,Bundesliga,DF
Stefano Sensi,26.0,ITA,1.58,0.0,0.0,0.53,10.0,2.11,9,167,Inter,Serie A,MF
Stefano Sensi,26.0,ITA,1.19,0.12,0.0,0.0,8.69,1.55,11,754,Sampdoria,Serie A,MF
Suat Serdar,25.0,GER,1.34,0.12,0.0,0.08,6.95,1.71,30,2218,Hertha BSC,Bundesliga,FW
Laurens Serpe,21.0,ITA,0.0,0.0,0.0,0.0,2.0,0.0,1,45,Genoa,Serie A,DF
Janni Serra,24.0,GER,1.94,0.24,0.16,0.4,5.4,0.32,26,1117,Arminia,Bundesliga,FW
Javier Serrano,19.0,ESP,0.0,0.0,0.0,0.0,10.0,1.25,5,68,AtlÃ©tico Madrid,La Liga,MF
NicolÃ¡s Serrano,19.0,ESP,2.57,0.29,0.0,0.29,9.14,2.0,14,317,Athletic Club,La Liga,MF
Zidan Sertdemir,17.0,DEN,0.0,0.0,0.0,0.0,5.0,0.0,3,18,Leverkusen,Bundesliga,FW
Ryan Sessegnon,22.0,ENG,0.52,0.0,0.17,0.43,5.26,1.21,15,1047,Tottenham,Premier League,DF
Nils Seufert,25.0,GER,0.0,0.0,0.0,0.0,6.36,1.82,4,99,Greuther FÃ¼rth,Bundesliga,MF
Salva Sevilla,38.0,ESP,1.32,0.3,0.18,0.0,10.4,0.84,28,1507,Mallorca,La Liga,MF
Jamie Shackleton,22.0,ENG,0.51,0.0,0.0,0.0,8.61,2.28,14,709,Leeds United,Premier League,DF
Xherdan Shaqiri,30.0,SUI,1.73,0.27,0.4,0.4,5.6,0.53,11,679,Lyon,Ligue 1,FW
Luke Shaw,26.0,ENG,0.34,0.0,0.17,0.11,8.15,0.73,20,1601,Manchester Utd,Premier League,DF
Jonjo Shelvey,30.0,ENG,1.32,0.09,0.05,0.0,9.68,0.64,24,1983,Newcastle Utd,Premier League,MF
Aimar Sher,19.0,SWE,0.0,0.0,0.0,0.0,16.0,2.0,1,45,Spezia,Serie A,MF
Eldor Shomurodov,26.0,UZB,3.56,0.34,0.46,0.46,5.06,0.57,28,784,Roma,Serie A,FW
Shola Shoretire,18.0,ENG,0.0,0.0,0.0,0.0,5.0,0.0,1,16,Manchester Utd,Premier League,FW
Mahame Siby,25.0,MLI,0.0,0.0,0.0,0.0,10.0,0.0,2,17,Strasbourg,Ligue 1,DF
Aboubakar SidibÃ©,26.0,FRA,0.0,0.0,0.0,0.0,0.0,0.0,1,6,Clermont Foot,Ligue 1,FW
Alassane Sidibe,19.0,CIV,0.0,0.0,0.0,0.0,20.0,0.0,1,6,Atalanta,Serie A,FW
Djibril SidibÃ©,29.0,FRA,0.38,0.0,0.0,0.0,8.95,1.43,17,949,Monaco,Ligue 1,DF
Kaj Sierhuis,24.0,NED,2.22,0.0,0.0,0.0,3.33,1.11,2,80,Reims,Ligue 1,FW
Francisco Sierralta,25.0,CHI,0.21,0.0,0.0,0.0,7.02,0.85,5,427,Watford,Premier League,DF
ArnÃ³r Sigur?sson,23.0,ISL,0.5,0.0,0.0,0.0,7.0,0.0,9,183,Venezia,Serie A,FW
Kiliann Sildillia,20.0,FRA,0.0,0.0,0.0,0.0,13.7,1.58,7,169,Freiburg,Bundesliga,DF
Adrien Silva,33.0,POR,0.67,0.0,0.08,0.0,12.4,1.75,17,1083,Sampdoria,Serie A,MF
AndrÃ© Silva,26.0,POR,2.34,0.48,0.13,0.69,4.63,0.56,33,2076,RB Leipzig,Bundesliga,FW
Bernardo Silva,27.0,POR,1.48,0.25,0.13,0.28,6.75,1.04,35,2857,Manchester City,Premier League,FW
Caio Henrique Oliveira Silva,24.0,BRA,0.64,0.07,0.27,0.07,9.05,0.81,34,2662,Monaco,Ligue 1,DF
David Silva,36.0,ESP,1.1,0.1,0.21,0.16,7.23,1.47,25,1720,Real Sociedad,La Liga,MF
FÃ¡bio Silva,19.0,POR,2.97,0.0,0.0,0.63,5.16,0.78,22,572,Wolves,Premier League,FW
Gabriel Silva,31.0,BRA,0.13,0.0,0.0,0.0,6.84,1.14,13,713,Saint-Ãtienne,Ligue 1,DF
Jonathan Silva,27.0,ARG,0.4,0.0,0.0,0.0,7.2,0.8,9,226,Getafe,La Liga,DF
Thiago Silva,37.0,BRA,0.61,0.1,0.0,0.03,10.4,0.78,32,2650,Chelsea,Premier League,DF
Mohamed Simakan,22.0,FRA,0.54,0.04,0.0,0.0,11.2,1.08,28,2009,RB Leipzig,Bundesliga,DF
Giovanni Simeone,26.0,ARG,2.41,0.58,0.17,1.15,4.14,0.64,35,2653,Hellas Verona,Serie A,FW
Giovanni Simeone,26.0,ARG,0.0,0.0,0.0,0.0,0.0,0.0,1,7,Cagliari,Serie A,FW
Giuliano Simeone,19.0,ARG,0.0,0.0,0.0,0.0,1.0,0.0,1,1,AtlÃ©tico Madrid,La Liga,DF
Ellis Simms,21.0,ENG,0.0,0.0,0.0,0.0,4.29,0.0,1,61,Everton,Premier League,FW
Moses Simon,26.0,NGA,1.58,0.23,0.31,0.15,5.37,0.58,30,2332,Nantes,Ligue 1,FW
Xavi Simons,19.0,NED,1.33,0.0,0.0,0.0,6.0,0.67,6,132,Paris S-G,Ligue 1,FW
Wilfried Singo,21.0,CIV,1.41,0.1,0.14,0.28,8.69,0.79,35,2607,Torino,Serie A,DF
Daley Sinkgraven,26.0,NED,0.26,0.0,0.0,0.0,5.9,0.51,12,351,Leverkusen,Bundesliga,DF
Hugo Siquet,19.0,BEL,0.0,0.0,0.0,0.0,0.0,0.0,1,22,Freiburg,Bundesliga,DF
Issouf Sissokho,20.0,MLI,0.63,0.0,0.0,0.0,7.5,2.5,7,436,Bordeaux,Ligue 1,MF
Ibrahima Sissoko,24.0,FRA,1.02,0.08,0.2,0.0,9.53,0.94,35,2303,Strasbourg,Ligue 1,DF
Moussa Sissoko,32.0,FRA,0.7,0.06,0.03,0.06,10.8,1.12,36,3220,Watford,Premier League,MF
Nelson Sissoko,25.0,FRA,0.0,0.0,0.0,0.0,2.0,0.0,1,45,Saint-Ãtienne,Ligue 1,DF
Sambou Sissoko,23.0,FRA,1.5,0.0,0.0,0.0,11.5,4.0,8,176,Reims,Ligue 1,DF
Ellyes Skhiri,27.0,TUN,1.14,0.2,0.05,0.1,12.3,1.83,22,1820,KÃ¶ln,Bundesliga,MF
Oliver Skipp,21.0,ENG,0.27,0.0,0.0,0.07,8.87,1.2,18,1350,Tottenham,Premier League,MF
Leo Skiri ÃstigÃ¥rd,22.0,NOR,0.54,0.0,0.0,0.23,14.1,0.85,15,1172,Genoa,Serie A,DF
Milan Âkriniar,27.0,SVK,0.74,0.09,0.0,0.06,7.51,0.71,35,3150,Inter,Serie A,DF
Islam Slimani,33.0,ALG,1.88,0.16,0.16,1.72,3.28,0.31,12,573,Lyon,Ligue 1,FW
William Smallbone,22.0,IRL,0.67,0.0,0.0,0.0,6.0,3.33,4,133,Southampton,Premier League,FW
Chris Smalling,32.0,ENG,0.47,0.13,0.0,0.0,8.97,0.95,27,2091,Roma,Serie A,DF
Emile Smith Rowe,21.0,ENG,1.88,0.47,0.09,0.09,6.76,0.75,33,1921,Arsenal,Premier League,FW
CÃ©dric Soares,30.0,POR,0.73,0.06,0.06,0.18,9.33,1.21,21,1486,Arsenal,Premier League,DF
Danilo Soares,30.0,BRA,0.46,0.0,0.04,0.0,11.6,2.39,30,2564,Bochum,Bundesliga,DF
RubÃ©n Sobrino,29.0,ESP,1.64,0.19,0.05,0.19,6.81,0.87,33,1861,CÃ¡diz,La Liga,FW
RubÃ©n Sobrino,29.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,14,Valencia,La Liga,MF
Augusto Solari,30.0,ARG,0.89,0.0,0.0,0.13,12.2,2.41,26,714,Celta Vigo,La Liga,DF
Roberto Soldado,37.0,ESP,2.3,0.41,0.27,1.22,4.05,0.27,18,664,Levante,La Liga,FW
Carlos Soler,25.0,ESP,1.2,0.4,0.18,0.07,6.8,0.69,32,2474,Valencia,La Liga,MF
Son,28.0,ESP,0.64,0.05,0.0,0.14,7.26,0.68,26,1971,Levante,La Liga,DF
Brandon Soppy,20.0,FRA,0.7,0.0,0.0,0.0,7.56,1.74,28,777,Udinese,Serie A,DF
Roberto Soriano,31.0,ITA,0.86,0.0,0.14,0.1,5.53,1.2,35,2622,Bologna,Serie A,FW
Alberto Soro,23.0,ESP,1.09,0.0,0.0,0.31,5.63,1.88,16,578,Granada,La Liga,FW
Borna Sosa,24.0,CRO,0.9,0.04,0.29,0.0,7.34,0.54,28,2498,Stuttgart,Bundesliga,DF
Hugo Sotelo,18.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Celta Vigo,La Liga,MF
Florian Sotoca,31.0,FRA,2.46,0.22,0.14,0.33,6.09,0.72,35,2480,Lens,Ligue 1,FW
Riccardo Sottil,22.0,ITA,1.59,0.22,0.14,0.51,4.28,0.29,24,1239,Fiorentina,Serie A,FW
TomÃ¡Â Sou?ek,27.0,CZE,1.32,0.15,0.03,0.12,9.74,1.21,35,3062,West Ham,Premier League,MF
MatÃ¬as SoulÃ©,19.0,ARG,20.0,0.0,0.0,0.0,10.0,0.0,2,5,Juventus,Serie A,FW
Sambou Soumano,21.0,SEN,3.6,0.6,0.0,1.4,5.6,0.2,21,447,Lorient,Ligue 1,FW
Adama Soumaoro,29.0,FRA,0.28,0.0,0.0,0.04,8.37,0.48,28,2266,Bologna,Serie A,DF
Boubakary SoumarÃ©,23.0,FRA,0.49,0.0,0.08,0.0,8.85,1.07,19,1102,Leicester City,Premier League,MF
Arnaud Souquet,30.0,FRA,0.69,0.04,0.12,0.0,8.07,1.2,34,2334,Montpellier,Ligue 1,DF
Djibril Sow,25.0,SUI,0.6,0.07,0.11,0.0,11.3,1.27,31,2415,Eint Frankfurt,Bundesliga,MF
Saidou Sow,19.0,GUI,0.27,0.18,0.09,0.0,10.4,1.36,13,989,Saint-Ãtienne,Ligue 1,DF
ÃaÃ°lar SÃ¶yÃ¼ncÃ¼,26.0,TUR,0.29,0.04,0.0,0.04,10.8,1.08,28,2497,Leicester City,Premier League,DF
Leonardo Spinazzola,29.0,ITA,1.43,0.0,0.0,0.0,5.71,0.0,3,127,Roma,Serie A,DF
Tony Springett,19.0,ENG,0.63,0.0,0.0,0.0,5.0,0.63,3,141,Norwich City,Premier League,FW
Jerry St. Juste,25.0,NED,1.79,0.15,0.0,0.0,11.5,1.79,8,604,Mainz 05,Bundesliga,DF
Anton Stach,23.0,GER,2.37,0.05,0.29,0.0,14.0,1.35,29,1861,Mainz 05,Bundesliga,MF
Kostas Stafylidis,28.0,GRE,1.04,0.0,0.06,0.06,8.7,1.82,24,1388,Bochum,Bundesliga,DF
Luca Stanga,20.0,ITA,0.0,0.0,0.0,0.0,0.0,0.0,1,3,Milan,Serie A,DF
Josip StaniÂi?,22.0,CRO,0.56,0.14,0.0,0.0,10.8,1.53,13,644,Bayern Munich,Bundesliga,DF
Niklas Stark,27.0,GER,0.53,0.04,0.0,0.04,10.5,1.15,26,2031,Hertha BSC,Bundesliga,DF
Renato Steffen,30.0,SUI,1.21,0.0,0.09,0.0,7.48,0.47,20,967,Wolfsburg,Bundesliga,FW
Calvin Stengs,23.0,NED,1.76,0.08,0.08,0.17,5.55,0.59,24,1073,Nice,Ligue 1,MF
Pascal Stenzel,26.0,GER,0.7,0.0,0.0,0.0,9.7,1.7,16,899,Stuttgart,Bundesliga,DF
Dale Stephens,32.0,ENG,0.71,0.0,0.0,0.0,13.6,1.43,3,124,Burnley,Premier League,MF
Jack Stephens,28.0,ENG,0.0,0.0,0.0,0.0,10.8,1.33,11,811,Southampton,Premier League,DF
Raheem Sterling,27.0,ENG,2.29,0.55,0.21,0.38,4.75,0.76,30,2128,Manchester City,Premier League,FW
Finley Stevens,19.0,WAL,0.0,0.0,0.0,0.0,15.0,0.0,1,15,Brentford,Premier League,DF
Angelo Stiller,21.0,GER,0.8,0.11,0.05,0.05,10.1,1.22,26,1693,Hoffenheim,Bundesliga,MF
Lars Stindl,33.0,GER,2.32,0.22,0.28,0.28,7.35,0.77,26,1629,M'Gladbach,Bundesliga,FW
Riccardo Stivanello,18.0,ITA,0.0,0.0,0.0,0.0,6.0,4.0,1,45,Bologna,Serie A,DF
Kevin StÃ¶ger,28.0,AUT,3.4,0.21,0.21,0.0,13.2,1.49,23,419,Mainz 05,Bundesliga,FW
Petar Stojanovi?,26.0,SVN,0.39,0.03,0.03,0.07,8.39,2.34,33,2735,Empoli,Serie A,DF
John Stones,28.0,ENG,0.73,0.08,0.0,0.0,6.94,0.32,14,1119,Manchester City,Premier League,DF
Stefan Strandberg,31.0,NOR,0.87,0.0,0.0,0.1,9.13,0.77,11,933,Salernitana,Serie A,DF
DÃ¡vid Strelec,21.0,SVK,0.89,0.18,0.0,0.36,7.86,0.71,10,502,Spezia,Serie A,FW
Tobias Strobl,32.0,GER,0.56,0.0,0.0,0.0,10.6,0.56,5,323,Augsburg,Bundesliga,DF
Kevin Strootman,32.0,NED,0.14,0.0,0.0,0.0,9.58,1.13,10,640,Cagliari,Serie A,MF
Pascal Struijk,22.0,NED,0.48,0.04,0.0,0.04,10.1,1.54,29,2055,Leeds United,Premier League,DF
Jens Stryger Larsen,31.0,DEN,1.18,0.0,0.13,0.13,4.87,0.53,11,684,Udinese,Serie A,DF
Leo Âtulac,27.0,SVN,0.97,0.22,0.22,0.0,7.1,1.29,23,833,Empoli,Serie A,MF
Stefano Sturaro,29.0,ITA,0.46,0.0,0.0,0.2,10.4,1.89,25,1766,Genoa,Serie A,MF
DamiÃ¡n SuÃ¡rez,34.0,URU,0.47,0.0,0.1,0.03,8.01,1.66,35,2711,Getafe,La Liga,DF
Denis SuÃ¡rez,28.0,ESP,0.67,0.13,0.16,0.03,9.01,1.21,38,2819,Celta Vigo,La Liga,MF
Luis SuÃ¡rez,35.0,URU,2.5,0.54,0.1,0.59,3.14,0.2,35,1835,AtlÃ©tico Madrid,La Liga,FW
Mario SuÃ¡rez,35.0,ESP,1.14,0.0,0.0,0.0,9.75,0.51,14,712,Rayo Vallecano,La Liga,DF
Isaac Success,26.0,NGA,2.48,0.2,0.59,0.5,4.85,0.3,22,911,Udinese,Serie A,FW
Niklas SÃ¼le,26.0,GER,0.78,0.05,0.1,0.05,12.2,1.08,28,1837,Bayern Munich,Bundesliga,DF
Kamaldeen Sulemana,20.0,GHA,2.3,0.35,0.18,0.27,5.58,1.59,20,1015,Rennes,Ligue 1,FW
Crysencio Summerville,20.0,NED,1.43,0.0,0.0,0.0,11.4,2.86,6,130,Leeds United,Premier League,FW
Vladyslav Supriaha,22.0,UKR,0.0,0.0,0.0,0.0,0.0,0.0,1,22,Sampdoria,Serie A,FW
Suso,28.0,ESP,1.4,0.0,0.23,0.47,3.72,0.47,8,384,Sevilla,La Liga,FW
Bosko Sutalo,22.0,CRO,0.49,0.0,0.0,0.1,11.9,0.88,24,920,Hellas Verona,Serie A,DF
Mattias Svanberg,23.0,SWE,1.37,0.11,0.11,0.0,7.19,0.88,36,2564,Bologna,Serie A,MF
Michael Svoboda,23.0,AUT,0.58,0.0,0.0,0.0,9.2,1.61,18,1236,Venezia,Serie A,DF
Abdoulaye Sylla,22.0,GUI,0.0,0.0,0.0,0.0,4.12,1.76,2,157,Nantes,Ligue 1,DF
Mamadou Sylla,28.0,SEN,0.45,0.0,0.0,1.36,2.73,0.68,13,394,AlavÃ©s,La Liga,FW
Mamadou Sylla,28.0,SEN,3.93,0.0,0.0,0.71,6.43,0.71,12,253,Rayo Vallecano,La Liga,FW
ÃdÃ¡m Szalai,34.0,HUN,3.1,0.34,0.0,1.72,5.17,1.03,12,260,Mainz 05,Bundesliga,FW
Dominik Szoboszlai,21.0,HUN,2.34,0.35,0.47,0.35,8.01,0.88,31,1543,RB Leipzig,Bundesliga,FW
Jakob SÃ¸rensen,24.0,DEN,0.75,0.0,0.0,0.0,8.36,2.39,10,604,Norwich City,Premier League,DF
Alexander SÃ¸rloth,26.0,NOR,1.89,0.2,0.0,0.61,3.72,0.77,33,1763,Real Sociedad,La Liga,FW
Tachi,24.0,ESP,0.0,0.0,0.0,0.0,9.63,1.11,5,239,AlavÃ©s,La Liga,DF
Jonathan Tah,26.0,GER,0.47,0.06,0.06,0.03,9.94,0.56,33,2878,Leverkusen,Bundesliga,DF
Waniss Taibi,20.0,FRA,0.67,0.0,0.0,0.0,8.67,3.33,7,132,Angers,Ligue 1,DF
Flavien Tait,29.0,FRA,1.82,0.21,0.13,0.13,7.75,0.97,28,2125,Rennes,Ligue 1,MF
Adrien Tameze,28.0,CMR,0.8,0.14,0.07,0.07,11.6,1.12,38,2574,Hellas Verona,Serie A,DF
Japhet Tanganga,23.0,ENG,0.85,0.0,0.0,0.12,5.61,1.46,11,735,Tottenham,Premier League,DF
Renato Tapia,26.0,PER,0.76,0.0,0.0,0.0,12.5,2.68,29,1412,Celta Vigo,La Liga,MF
Edmond Tapsoba,23.0,BFA,0.35,0.05,0.0,0.05,9.8,1.04,22,1814,Leverkusen,Bundesliga,DF
Florian Tardieu,30.0,FRA,0.68,0.14,0.07,0.0,10.2,1.3,30,2632,Troyes,Ligue 1,MF
Matt Targett,26.0,ENG,0.44,0.06,0.06,0.0,8.11,0.94,17,1431,Aston Villa,Premier League,DF
Matt Targett,26.0,ENG,0.38,0.0,0.0,0.06,8.5,1.44,16,1440,Newcastle Utd,Premier League,DF
Oussama Targhalline,20.0,MAR,0.0,0.0,0.0,0.0,0.0,0.0,2,5,Marseille,Ligue 1,FW
James Tarkowski,29.0,ENG,0.67,0.03,0.06,0.06,10.9,1.22,35,3106,Burnley,Premier League,DF
Niklas Tauer,21.0,GER,0.37,0.0,0.0,0.0,13.5,2.22,11,487,Mainz 05,Bundesliga,DF
Nuno Tavares,22.0,POR,1.76,0.08,0.08,0.08,7.71,0.92,22,1176,Arsenal,Premier League,DF
Charlie Taylor,28.0,ENG,0.23,0.0,0.1,0.0,9.08,0.79,31,2731,Burnley,Premier League,DF
Loum Tchaouna,18.0,FRA,2.0,0.0,0.0,2.0,10.0,0.0,10,87,Rennes,Ligue 1,FW
Warren TchimbembÃ©,24.0,CGO,0.0,0.0,0.0,0.0,7.39,0.43,9,205,Metz,Ligue 1,MF
AurÃ©lien TchouamÃ©ni,22.0,FRA,1.72,0.09,0.06,0.06,11.8,2.06,35,2929,Monaco,Ligue 1,MF
Mathys Tel,17.0,FRA,5.0,0.0,0.0,0.0,10.0,3.33,7,56,Rennes,Ligue 1,FW
Jordan Tell,24.0,FRA,2.19,0.31,0.31,0.0,5.31,0.94,15,290,Clermont Foot,Ligue 1,FW
Nathan Tella,22.0,ENG,1.35,0.0,0.11,0.34,8.76,0.56,14,804,Southampton,Premier League,FW
Alex Telles,29.0,BRA,0.54,0.0,0.22,0.05,7.12,1.47,21,1660,Manchester Utd,Premier League,DF
Cristian Tello,30.0,ESP,3.19,0.22,0.22,0.44,7.69,0.88,23,819,Betis,La Liga,FW
Nahuel Tenaglia,26.0,ARG,0.5,0.0,0.0,0.0,9.92,1.93,14,1073,AlavÃ©s,La Liga,DF
Marc Tenas,20.0,ESP,0.0,0.0,0.0,0.0,5.0,1.67,3,54,AlavÃ©s,La Liga,FW
Filippo Terracciano,19.0,ITA,0.0,0.0,0.0,0.0,10.0,0.0,1,7,Hellas Verona,Serie A,DF
Martin Terrier,25.0,FRA,2.75,0.68,0.1,0.19,4.72,1.13,37,2779,Rennes,Ligue 1,FW
Aleksa Terzi?,22.0,SRB,0.0,0.0,0.33,0.0,9.33,1.33,14,274,Fiorentina,Serie A,DF
Robert Tesche,35.0,GER,0.51,0.0,0.0,0.26,6.67,0.77,11,349,Bochum,Bundesliga,MF
Tanner Tessmann,20.0,USA,1.05,0.0,0.0,0.0,8.29,0.66,20,680,Venezia,Serie A,MF
TetÃª,22.0,BRA,2.62,0.31,0.77,0.46,5.38,1.08,9,583,Lyon,Ligue 1,FW
Cedric Teuchert,25.0,GER,2.5,0.0,0.0,0.83,9.17,0.83,6,105,Union Berlin,Bundesliga,FW
Arthur Theate,22.0,BEL,0.78,0.07,0.04,0.04,8.51,0.93,31,2424,Bologna,Serie A,DF
Jan Thielmann,20.0,GER,1.14,0.23,0.23,0.15,8.41,1.36,29,1192,KÃ¶ln,Bundesliga,FW
Sada Thioub,26.0,SEN,0.47,0.0,0.09,0.0,7.26,0.94,17,950,Saint-Ãtienne,Ligue 1,DF
Sada Thioub,26.0,SEN,0.0,0.0,0.0,0.0,0.0,0.0,1,3,Angers,Ligue 1,MF
Luke Thomas,20.0,ENG,0.19,0.0,0.05,0.0,9.06,1.37,22,1912,Leicester City,Premier League,DF
Romain Thomas,33.0,FRA,0.46,0.07,0.0,0.0,8.21,1.33,30,2563,Angers,Ligue 1,DF
Adrien Thomasson,28.0,FRA,1.81,0.3,0.15,0.15,9.74,1.58,31,2389,Strasbourg,Ligue 1,MF
Dominic Thompson,21.0,ENG,0.63,0.0,0.0,0.0,7.5,0.63,2,146,Brentford,Premier League,DF
Morten Thorsby,26.0,NOR,0.8,0.09,0.03,0.0,7.95,0.89,35,2943,Sampdoria,Serie A,MF
Thuler,23.0,BRA,0.11,0.0,0.0,0.0,6.74,1.68,16,855,Montpellier,Ligue 1,DF
Marcus Thuram,24.0,FRA,3.03,0.28,0.0,0.73,3.39,1.1,21,979,M'Gladbach,Bundesliga,FW
KhÃ©phren Thuram-Ulie,21.0,FRA,1.09,0.19,0.09,0.05,8.67,1.23,36,1901,Nice,Ligue 1,MF
Alexis Tibidi,18.0,FRA,0.93,0.0,0.0,0.93,4.65,0.7,13,385,Stuttgart,Bundesliga,FW
Cheikh Tidiane Sabaly,23.0,SEN,1.18,0.0,0.0,0.0,7.65,1.18,6,150,Metz,Ligue 1,FW
Youri Tielemans,25.0,BEL,1.95,0.21,0.14,0.0,8.94,1.68,32,2631,Leicester City,Premier League,MF
Kieran Tierney,24.0,SCO,0.7,0.05,0.14,0.05,8.03,0.56,22,1915,Arsenal,Premier League,DF
Steffen Tigges,23.0,GER,3.33,2.5,0.0,0.83,10.8,1.67,9,112,Dortmund,Bundesliga,FW
Malik Tillman,20.0,GER,0.83,0.0,0.0,0.0,9.17,0.83,4,104,Bayern Munich,Bundesliga,FW
Timothy Tillman,23.0,GER,1.03,0.04,0.09,0.09,7.04,1.12,29,2004,Greuther FÃ¼rth,Bundesliga,MF
David Timor,32.0,ESP,2.11,0.0,0.0,0.0,10.5,0.0,7,341,Getafe,La Liga,MF
Jean-Clair Todibo,22.0,FRA,0.58,0.03,0.0,0.0,9.42,1.36,36,3115,Nice,Ligue 1,DF
Umut Tohumcu,17.0,GER,0.0,0.0,0.0,0.0,0.0,0.0,1,5,Hoffenheim,Bundesliga,MF
Karl Toko Ekambi,29.0,CMR,2.9,0.47,0.2,0.43,5.96,0.24,30,2296,Lyon,Ligue 1,FW
